Date,Country,Location,Region,Operator,Wireline Company,Well,Mud,Open Hole /Cased Hole,Bit size / Csg size [inches],Depth [m],Temperature (degC),Deviation,Dif. Pressure [psi],DLS          [deg/30m],Main Application,Toolstring,Probe/Coring Bit Orientation,System,Jar included in the Toolstring,Successful ,Unsuccessful - Downhole Conditions,Unsuccessful - Wrong Setup,Jar Activation,Remarks,Hole Size Group,Depth Group,Temperature Group,Deviation Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-19,Colombia,Bogota,LAM,OXY,SLB,CR-23,WBM,OH,8.5,3304,,30,,,Sensor orientation,XPT,Probe-UP,Wireline Express,NO,1,0,0,N/A,"36 pretest attempted (15 valid, 3 tight, 6 dry, 12 no seals (bad caliper)). Minor difficulty when pulling after pressure points were taken.",8-10,2000m-4000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-19,USA,New Iberia,NAM,CHEVRON,HAL,Jack PS006,SOBM,OH,12.25,9256,,26,,,Stick-slip,DSNT-SDLT,,Wireline Express,,1,0,0,,"Log off with Baker - stopped 300ft from TD, but all data acquired successfully",12-14,>8000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Iraq,Erbil,MEA,Crescent,SLB,KM-10,WBM,OH,8.5,2100,,6,,,Ledges,PEX-HRLA-ADT,,Wireline Express,,1,0,0,,"Successfully navigated to TD over a 20"" ledge. Client made 3 WL attempts, 1 TLC attempt and 2 wiper trips prior to mobilizing Petromac",8-10,2000m-4000m,<110,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Iraq,Erbil,MEA,Crescent,SLB,KM-10,WBM,OH,8.5,2100,,6,,,Centralization,FMI-SonicScanner,,Wireline Express,,1,0,0,,Ledges plus centralization,8-10,2000m-4000m,<110,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Iraq,Erbil,MEA,Crescent,SLB,KM-10,WBM,OH,8.5,2100,,6,,,Ledges,CMR-LITH,,Wireline Express,,1,0,0,,Successfully navigated to TD,8-10,2000m-4000m,<110,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Iraq,Erbil,MEA,Crescent,SLB,KM-10,WBM,OH,8.5,2100,,6,,,Ledges,XPT,Probe-UP,Wireline Express,,1,0,0,,Navigated to TD. Probe oriented up.,8-10,2000m-4000m,<110,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Iraq,Erbil,MEA,Crescent,SLB,KM-10,WBM,OH,8.5,2100,,6,,,Ledges,MDT on TLC,Probe-UP,Wireline Express,,1,0,0,,Navigated to TD. Independent hole finder,8-10,2000m-4000m,<110,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Iraq,Erbil,MEA,Crescent,SLB,KM-10,WBM,OH,8.5,2100,,6,,,Ledges,MDT on WL,Probe-UP,Wireline Express,,1,0,0,,Navigated to TD. Independent hole finder,8-10,2000m-4000m,<110,<10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Malaysia,Malaysia,APAC,HESS,HAL,BRGA10,SOBM,OH,8.5,4340,150,66,,,Deviation,ACRT-AST-SDLT-DSNT,,Wireline Express,,1,0,0,,Slim tool run with hole finder configuration. Swivel locked. Probe up. Tool failure. ,8-10,4000m-6000m,110degC-150degC,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Malaysia,Malaysia,APAC,HESS,HAL,BRGA10,SOBM,OH,8.5,4340,150,66,,,Deviation,RDT,Probe-UP,Wireline Express,,1,0,0,,Slim tool run with hole finder configuration. Swivel locked. Probe up. Tool failure. ,8-10,4000m-6000m,110degC-150degC,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Malaysia,Malaysia,APAC,HESS,HAL,BRGA10,SOBM,OH,8.5,4340,150,66,,,Deviation,HRSCT,Bit-UP,Wireline Express,,1,0,0,,"No issues. Got good recovery with Coring Tool, after wiper trip. RIH, did the coring and POOH with no hang ups or overpulls.",8-10,4000m-6000m,110degC-150degC,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Colombia,Bogota,LAM,OXY,SLB,CR-22,WBM,OH,8.5,3492,,28,,,Ledges,PEX-HRLA ,,Wireline Express,NO,1,0,0,N/A,Successfully navigated to TD,8-10,2000m-4000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Colombia,Bogota,LAM,OXY,SLB,CR-22,WBM,OH,8.5,3492,,28,,,Ledges,MDT - Pressures,Probe-DOWN,Wireline Express,NO,0,Hung-Up - Bridge,0,N/A,Tool held up at 2814 m. Service cancelled.,8-10,2000m-4000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Ghana,Takoradi,AFR,Aker,HAL,Pecan-1ST,SOBM,OH,12.25,5280,,63,,,Deviation,MRIL-XL,,Wireline Express,,1,0,0,,Stopped 50m from TD due to large amount of cuttings,12-14,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Ghana,Takoradi,AFR,Aker,HAL,Pecan-1ST,SOBM,OH,12.25,5280,,63,,,Deviation,MCI-SDLT-DSNT-CSNG,,Wireline Express,,1,0,0,,Successfully navigated to TD - large amount of cuttings,12-14,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Ghana,Takoradi,AFR,Aker,HAL,Pecan-1ST,SOBM,OH,12.25,5280,,63,,,Deviation,RDT,Probe-UP,Wireline Express,,1,0,0,,Successfully navigated to TD - large amount of cuttings,12-14,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Ghana,Takoradi,AFR,Aker,HAL,Pecan-1ST,SOBM,OH,12.25,5280,,63,,,Deviation,HRSCT,Bit-DOWN,Wireline Express,,1,0,0,,Successfully navigated to TD - bit run to low-side with no window cover - large amount of cuttings blocked kinematics,12-14,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Ghana,Takoradi,AFR,Aker,HAL,Pecan-1ST,SOBM,OH,12.25,5280,,63,,,Deviation,HRSCT,Bit-DOWN (30 deg),Wireline Express,,1,0,0,,Successfully navigated to TD - bit run at 60deg to low-side with no window cover - took minimum cores before cuttings blocked kinematics,12-14,4000m-6000m,<110,60-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,Bele-1,SOBM,OH,12.25,3495,,24.28,300,,Ledges,MDT Sampling,Probe-DOWN,Wireline Express,YES,1,0,0,NO,Successfully navigated to TD.,12-14,2000m-4000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,Trinidad & Tobago,San Fernando,LAM,BHP,SLB,Bele-1,SOBM,OH,12.25,3696,,27.3,,,Ledges,ECS-PEX-HNGS-CMR,,Wireline Express,YES,1,0,0,NO,Sucessfully navigated to TD with no issues. Recovery of 64%  (25/39),12-14,2000m-4000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,USA,New Iberia,NAM,SHELL,HAL,AC 380 Blacktip,SOBM,OH,16.5,6445,,16,,,Sensor orientation,RDT,Probe-DOWN,Wireline Express,,1,0,0,,Several pressure tests and sampling stations probe oriented down. Rig heave caused to wireline to key seat. Pulled free at 62% wireline BS.,16-18,6000m-8000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,USA,New Iberia,NAM,SHELL,HAL,AC 380 Blacktip,SOBM,OH,16.5,6445,,16,,,Sensor orientation,RDT,Probe-DOWN,Wireline Express,,1,0,0,,Several pressure tests and sampling stations probe oriented down. Included GAIA WLSO (80).,16-18,6000m-8000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-19,USA,New Iberia,NAM,SHELL,HAL,AC 380 Blacktip,SOBM,OH,16.5,6445,,16,,,Sensor orientation,HRSCT,Bit-DOWN,Wireline Express,,1,0,0,,Giga kit was run on HRSCT (extra 75 lbs). Ran 1 LEST + 1 D4TG as counter weight. Tool oriented correctly (coring bit DOWN) all the way in/out. Recovery rate was 100% (45/45).,16-18,6000m-8000m,<110,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-19,UAE,Abu Dhabi,MEA,ADCO,SLB,HL-8,WBM,OH,6,5820,,28,,,Differential sticking,DSI,,Wireline Express (In-Line),NO,1,0,0,N/A,,<8,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-19,UAE,Abu Dhabi,MEA,ADCO,SLB,HL-8,WBM,OH,6,5820,,28,,,Differential sticking,MEST,,Wireline Express (In-Line),NO,1,0,0,N/A,,<8,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-19,UAE,Abu Dhabi,MEA,ADCO,SLB,HL-8,WBM,OH,6,5820,,28,,,Differential sticking,HAPS,,Wireline Express (In-Line),NO,1,0,0,N/A,,<8,4000m-6000m,<110,20-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
